TeamId,TeamName,SubmissionDate,Score
1093142,zhangyichen,"2018-01-21 02:35:35",0.00000
1197388,"Super Fantastic Titanic Crusher Model","2018-01-21 02:47:44",0.80861
1282455,zhuzhu,"2018-01-21 04:44:58",0.81339
673096,"Nikhil Kumar Sharma","2018-01-21 06:31:45",0.80382
1245363,"Abin John Thomas","2018-01-21 08:06:40",0.80382
1093142,zhangyichen,"2018-01-21 08:45:35",0.72248
1273795,Yngwie,"2018-01-21 10:17:10",0.64114
1273795,Yngwie,"2018-01-21 10:26:18",0.70813
550982,MafficioKote,"2018-01-21 14:40:49",0.76076
1214577,weiwei1988,"2018-01-21 14:57:44",0.80382
1060904,"Jinman Chang","2018-01-21 19:31:12",0.76555
751820,"Nate Osher","2018-01-21 21:58:31",0.73684
1127578,sambold,"2018-01-21 22:44:20",0.22488
1127578,sambold,"2018-01-21 22:46:20",0.77511
1256745,"Alibek Ashirali","2018-01-22 00:19:44",0.77033
1139836,"Katsuji YAMAMOTO","2018-01-22 02:00:58",0.75119
1139836,"Katsuji YAMAMOTO","2018-01-22 02:45:30",0.75598
837942,"John Doe Skywalker","2018-01-22 05:18:22",0.79425
833649,RanjeetJain,"2018-01-22 05:25:19",0.66985
1263046,BlahBlahGreat,"2018-01-22 06:48:58",0.76555
1139836,"Katsuji YAMAMOTO","2018-01-22 08:59:30",0.77990
1144443,xunsyd,"2018-01-22 10:24:43",0.79904
1243930,callinew,"2018-01-22 11:12:10",0.78947
1263640,"Jihye Park","2018-01-22 13:53:02",0.80382
727081,LEOMIRXA,"2018-01-22 14:31:04",0.79904
863786,"Yeşim Başaran","2018-01-22 17:17:25",0.80382
1283652,bruceewue,"2018-01-22 17:41:36",0.79904
863786,"Yeşim Başaran","2018-01-22 18:34:02",0.81339
1085276,shlok99,"2018-01-22 20:23:16",0.75598
1220611,"Alexsey Babenkov","2018-01-22 23:46:52",0.77511
678381,SungchulChoi,"2018-01-23 02:39:21",0.76555
1288670,MLGO,"2018-01-23 03:17:54",0.78947
1021222,fenggen,"2018-01-23 04:55:47",0.80861
1284134,shiopasta,"2018-01-23 05:53:51",0.72248
1284134,shiopasta,"2018-01-23 06:19:13",0.76076
1263046,BlahBlahGreat,"2018-01-23 07:13:57",0.77511
1263046,BlahBlahGreat,"2018-01-23 08:04:03",0.78947
1288858,Roland_Wu,"2018-01-23 10:16:00",0.76555
1211313,"Diego Andrés","2018-01-23 12:38:48",0.74641
1211313,"Diego Andrés","2018-01-23 12:57:53",0.76555
1274111,"Mikhail Oskin","2018-01-23 13:41:09",0.77033
751820,"Nate Osher","2018-01-23 13:42:27",0.74641
1230444,"Surya Eko","2018-01-23 16:19:05",0.80382
1211313,"Diego Andrés","2018-01-23 17:36:42",0.77990
1274111,"Mikhail Oskin","2018-01-23 18:58:19",0.77990
1289770,zkuralt,"2018-01-23 19:30:58",0.63157
1284546,szf1995224,"2018-01-23 20:09:01",0.77511
1289770,zkuralt,"2018-01-23 22:35:26",0.66507
754034,Hastou,"2018-01-23 22:39:05",0.74162
1289770,zkuralt,"2018-01-23 22:41:33",0.76076
754034,Hastou,"2018-01-23 22:42:50",0.76555
1272258,"Douglas Marques","2018-01-24 00:35:09",0.77511
1240777,"amin 602","2018-01-24 01:39:38",0.77511
1292041,"Bernardo Fernandes","2018-01-24 04:02:13",0.77990
1292041,"Bernardo Fernandes","2018-01-24 04:47:01",0.78468
1225486,"Michael Abehsera","2018-01-24 05:27:47",0.77511
1107550,MasumRumi,"2018-01-24 06:48:55",0.74641
1292522,"Binghao LIANG","2018-01-24 07:52:49",0.40191
1292522,"Binghao LIANG","2018-01-24 07:57:48",0.64114
1288858,Roland_Wu,"2018-01-24 08:42:22",0.77511
1293042,ck1994125,"2018-01-24 08:48:26",0.76555
1293682,"Big Rice","2018-01-24 13:45:56",0.53588
1288670,MLGO,"2018-01-24 14:47:58",0.79904
1261110,shugojp,"2018-01-24 17:01:12",0.77511
1294692,"Andre costa","2018-01-24 18:22:59",0.56937
1294437,n2nooran,"2018-01-24 18:36:20",0.70813
1235057,NullPointerException,"2018-01-24 19:24:27",0.80382
1274111,"Mikhail Oskin","2018-01-24 20:06:36",0.78468
891190,IvanovitchSilva,"2018-01-24 20:30:40",0.75598
1211313,"Diego Andrés","2018-01-25 02:11:01",0.78947
1294437,n2nooran,"2018-01-25 02:31:23",0.74162
1292096,"Yuanyuan Liu","2018-01-25 03:25:12",0.76555
1248448,MaChaogong,"2018-01-25 03:54:43",0.79425
1292522,"Binghao LIANG","2018-01-25 05:50:13",0.76555
1165522,happyinlearning,"2018-01-25 06:32:10",0.77990
1292522,"Binghao LIANG","2018-01-25 07:19:45",0.77033
1241039,duda,"2018-01-25 10:47:24",0.77511
1214497,wojtek1991,"2018-01-25 10:47:35",0.78947
1241039,duda,"2018-01-25 11:18:34",0.79425
1294692,"Andre costa","2018-01-25 11:56:45",0.69377
1294692,"Andre costa","2018-01-25 11:58:02",0.76076
1297044,vhessel,"2018-01-25 12:12:57",0.78468
1284134,shiopasta,"2018-01-25 15:04:54",0.76555
1081700,"Chakrit Yau","2018-01-25 17:10:23",0.68899
891190,IvanovitchSilva,"2018-01-25 21:38:19",0.77033
1296897,bmattweb,"2018-01-25 22:31:20",0.75119
891190,IvanovitchSilva,"2018-01-26 01:06:12",0.78468
1107550,MasumRumi,"2018-01-26 04:47:02",0.76076
1187201,siddu1023,"2018-01-26 06:42:18",0.77511
1187201,siddu1023,"2018-01-26 07:39:57",0.78468
1240483,"Jens Fischer","2018-01-26 08:17:49",0.56937
1139836,"Katsuji YAMAMOTO","2018-01-26 08:19:05",0.78468
1240483,"Jens Fischer","2018-01-26 08:24:33",0.69377
1240483,"Jens Fischer","2018-01-26 08:59:53",0.76076
1240174,yuquan.li,"2018-01-26 12:30:47",0.88995
1297714,"Gaelle Roger","2018-01-26 13:42:09",0.77033
1300342,"Gabriel Machado","2018-01-26 14:24:22",0.70334
1081700,"Chakrit Yau","2018-01-26 14:41:51",0.74162
1081700,"Chakrit Yau","2018-01-26 15:00:16",0.75598
1295766,harold1994,"2018-01-26 15:33:55",0.75119
1300890,"MD Islam","2018-01-26 16:24:01",0.78947
1278349,"Diego Campeao","2018-01-26 17:13:55",0.76076
1278349,"Diego Campeao","2018-01-26 17:57:11",0.78947
1281183,BenClayman,"2018-01-26 20:14:39",0.78947
1300342,"Gabriel Machado","2018-01-26 22:53:03",0.77990
855252,ank1tg,"2018-01-27 06:56:15",0.77990
639326,"chen 10","2018-01-27 13:57:34",0.79425
1121636,ayushpatidar,"2018-01-27 14:23:18",0.73684
1121636,ayushpatidar,"2018-01-27 14:28:49",0.77990
754034,Hastou,"2018-01-27 14:54:27",0.78468
1292223,skrishnamohan,"2018-01-27 16:31:15",0.78468
1302128,"John Alex Garcia","2018-01-27 18:38:31",0.73684
1298477,"Pavel Kazlou","2018-01-27 19:00:45",0.76076
891190,IvanovitchSilva,"2018-01-27 19:18:05",0.79425
1301900,wijaro3,"2018-01-27 19:58:27",0.75598
1282983,"Dan Fox","2018-01-27 20:17:29",0.74641
1131881,EricBoxer,"2018-01-27 21:02:20",0.62679
1131881,EricBoxer,"2018-01-27 21:25:19",0.76555
1131881,EricBoxer,"2018-01-27 21:46:40",0.77990
1131881,EricBoxer,"2018-01-27 22:48:06",0.78468
1288670,MLGO,"2018-01-28 00:05:08",0.83253
1302128,"John Alex Garcia","2018-01-28 00:53:30",0.76555
1220629,"Alexey Pronin","2018-01-28 04:05:28",0.76076
1302128,"John Alex Garcia","2018-01-28 05:55:53",0.77990
959539,rzy961017,"2018-01-28 06:24:14",0.75598
1081700,"Chakrit Yau","2018-01-28 08:45:38",0.77033
550982,MafficioKote,"2018-01-28 10:06:11",0.76555
1283666,"Alfred X","2018-01-28 16:54:49",0.80382
1220629,"Alexey Pronin","2018-01-28 19:25:53",0.78468
1274111,"Mikhail Oskin","2018-01-28 20:45:25",0.78947
1131881,EricBoxer,"2018-01-28 21:14:36",0.79904
1230246,jason920207,"2018-01-28 22:19:15",0.75598
456946,hehe233,"2018-01-28 23:21:58",0.80382
1230246,jason920207,"2018-01-29 01:12:22",0.77033
805560,HongjianChen,"2018-01-29 01:44:20",0.74162
805560,HongjianChen,"2018-01-29 01:48:32",0.77033
805560,HongjianChen,"2018-01-29 02:01:22",0.77511
1305432,JamesLiu,"2018-01-29 02:26:26",0.73205
1266868,wuxx,"2018-01-29 06:52:06",0.76555
1305432,JamesLiu,"2018-01-29 10:56:55",0.77033
1306061,harisht1992,"2018-01-29 12:09:52",0.68421
1306061,harisht1992,"2018-01-29 13:01:32",0.77990
1081700,"Chakrit Yau","2018-01-29 13:29:58",0.77511
890503,shuhee,"2018-01-29 13:54:29",0.76555
1292041,"Bernardo Fernandes","2018-01-29 15:56:37",0.78947
865131,zaefir,"2018-01-29 17:48:02",0.82296
1296897,bmattweb,"2018-01-29 20:15:39",0.77511
1292041,"Bernardo Fernandes","2018-01-30 00:02:51",0.79904
1310528,"Anne Aguirre","2018-01-30 01:49:54",0.77511
1310399,jclay226,"2018-01-30 01:53:36",0.63636
1273793,JoeJoeJoe,"2018-01-30 02:18:16",0.64593
1265223,"Allan Alberts","2018-01-30 02:24:43",0.62679
1305432,JamesLiu,"2018-01-30 03:45:40",0.79425
1305432,JamesLiu,"2018-01-30 05:20:29",0.79904
1265223,"Allan Alberts","2018-01-30 06:06:25",0.76555
1307215,GoTo95,"2018-01-30 07:12:49",0.77511
1293862,Noobians,"2018-01-30 14:34:54",0.77033
1300342,"Gabriel Machado","2018-01-30 17:03:02",0.78468
1292223,skrishnamohan,"2018-01-30 17:10:15",0.79904
1314787,gilleschen,"2018-01-31 07:15:13",0.62679
1314787,gilleschen,"2018-01-31 07:29:58",0.76555
1200504,samsujith,"2018-01-31 07:35:13",0.77990
1314787,gilleschen,"2018-01-31 08:08:52",0.77990
922274,"Alberto Baena Priego","2018-01-31 08:53:13",0.78468
1240483,"Jens Fischer","2018-01-31 09:00:17",0.78468
922274,"Alberto Baena Priego","2018-01-31 09:33:13",0.79904
1314178,changwook,"2018-01-31 09:39:05",0.77511
1118473,zhuqin,"2018-01-31 10:14:50",0.75119
1273793,JoeJoeJoe,"2018-01-31 12:51:04",0.65550
1240483,"Jens Fischer","2018-01-31 14:06:56",0.78947
1307215,GoTo95,"2018-01-31 14:58:43",0.78468
1278349,"Diego Campeao","2018-01-31 15:15:54",0.79425
550982,MafficioKote,"2018-01-31 15:43:40",0.77033
1214577,weiwei1988,"2018-01-31 17:51:54",0.81339
1022773,"Anton Dmitriev","2018-01-31 18:07:43",0.76076
1287320,"Johann Eriksen","2018-01-31 21:55:52",0.75598
528525,Nancymahajan,"2018-02-01 06:35:21",0.72248
528525,Nancymahajan,"2018-02-01 06:41:27",0.72727
528525,Nancymahajan,"2018-02-01 06:44:06",0.75598
528525,Nancymahajan,"2018-02-01 06:48:27",0.76555
528525,Nancymahajan,"2018-02-01 09:09:41",0.77033
524089,MarcelFlygare,"2018-02-01 14:26:09",0.78947
361447,LaurenceCullen,"2018-02-01 19:22:33",0.77033
361447,LaurenceCullen,"2018-02-01 19:25:24",0.77990
361447,LaurenceCullen,"2018-02-01 20:26:38",0.78947
769813,"Aleksandra Afanaseva","2018-02-01 20:37:24",0.58851
1295222,SeanSeamonds,"2018-02-01 21:33:59",0.79904
1107550,MasumRumi,"2018-02-01 22:48:12",0.77511
1265223,"Allan Alberts","2018-02-02 03:13:05",0.77990
1303445,"vishal jindal","2018-02-02 05:47:10",0.75598
1303445,"vishal jindal","2018-02-02 05:51:53",0.78947
1277100,X_Jin,"2018-02-02 07:11:44",0.75598
1118473,zhuqin,"2018-02-02 09:01:14",0.79425
1118473,zhuqin,"2018-02-02 09:01:59",0.79904
1264353,"Jatin Jain","2018-02-02 09:23:41",0.62679
1277100,X_Jin,"2018-02-02 09:40:51",0.77033
1322117,taikikono,"2018-02-02 11:41:58",0.00000
1303445,"vishal jindal","2018-02-02 11:50:16",0.79425
1278349,"Diego Campeao","2018-02-02 12:14:12",0.79904
1321751,T_K_Gupta,"2018-02-02 12:22:07",0.62679
812828,"Luca Basanisi","2018-02-02 12:43:44",0.77033
614229,"Nikita Gushchin","2018-02-02 12:46:41",0.73205
614229,"Nikita Gushchin","2018-02-02 12:52:33",0.75598
614229,"Nikita Gushchin","2018-02-02 12:55:59",0.76555
1274111,"Mikhail Oskin","2018-02-02 13:34:45",0.79904
620867,impulsecorp,"2018-02-02 13:57:49",0.78468
1264353,"Jatin Jain","2018-02-02 14:24:21",0.76555
1252584,oleg777ml,"2018-02-02 15:30:13",0.77033
1293682,"Big Rice","2018-02-02 15:40:52",0.79425
1321751,T_K_Gupta,"2018-02-02 15:57:03",0.76555
1264353,"Jatin Jain","2018-02-02 16:26:27",0.77990
1323158,GrebeTeam,"2018-02-02 18:28:12",0.76555
1277153,"Nitin Bisht","2018-02-02 19:13:01",0.79425
1252584,oleg777ml,"2018-02-02 19:55:38",0.77511
812828,"Luca Basanisi","2018-02-03 00:01:49",0.77511
620867,impulsecorp,"2018-02-03 00:27:06",0.79904
1310399,jclay226,"2018-02-03 01:22:26",0.68899
1318539,quandai,"2018-02-03 02:16:13",0.00000
1318539,quandai,"2018-02-03 02:18:17",0.75598
1318539,quandai,"2018-02-03 02:45:09",0.80382
998651,Nrutya,"2018-02-03 04:22:06",0.78468
621222,Rajashimman,"2018-02-03 08:05:44",0.76555
1293862,Noobians,"2018-02-03 09:41:35",0.77511
791235,Emperor,"2018-02-03 11:12:53",0.52153
1323158,GrebeTeam,"2018-02-03 11:40:28",0.78468
1252584,oleg777ml,"2018-02-03 12:07:04",0.77990
769813,"Aleksandra Afanaseva","2018-02-03 16:34:07",0.76555
769813,"Aleksandra Afanaseva","2018-02-03 16:55:16",0.77990
1325159,stripe,"2018-02-03 23:48:17",0.76076
812828,"Luca Basanisi","2018-02-04 00:05:47",0.77990
1323802,Merkwürdigliebe,"2018-02-04 01:37:05",0.76555
1325159,stripe,"2018-02-04 04:14:49",0.77033
1284546,szf1995224,"2018-02-04 04:25:21",0.78947
1325159,stripe,"2018-02-04 04:28:19",0.77511
1326945,"Liang Xue","2018-02-04 04:44:54",0.75119
1270766,dean1977,"2018-02-04 04:49:05",0.79425
1213033,"Manimaran Subramanian","2018-02-04 05:17:38",0.79904
1326945,"Liang Xue","2018-02-04 05:47:28",0.75598
1118473,zhuqin,"2018-02-04 08:24:53",0.80382
1325159,stripe,"2018-02-04 08:27:26",0.78468
1270766,dean1977,"2018-02-04 08:53:04",0.80382
550982,MafficioKote,"2018-02-04 09:38:49",0.79425
1327513,stdntlfe,"2018-02-04 10:51:15",0.62679
620867,impulsecorp,"2018-02-04 11:09:15",0.80382
1325159,stripe,"2018-02-04 11:30:00",0.79425
1285550,Hyunsik,"2018-02-04 13:57:46",0.75119
1285550,Hyunsik,"2018-02-04 15:37:28",0.76555
1277153,"Nitin Bisht","2018-02-04 18:43:54",0.80382
1277153,"Nitin Bisht","2018-02-04 19:08:52",0.80861
1328203,KamenGatev,"2018-02-04 20:30:54",0.68421
1068342,"Jesse Zhen","2018-02-04 21:30:22",0.00000
1068342,"Jesse Zhen","2018-02-04 21:40:05",0.75598
1068342,"Jesse Zhen","2018-02-04 22:04:42",0.76076
1068342,"Jesse Zhen","2018-02-04 22:09:37",0.77511
1284546,szf1995224,"2018-02-04 22:37:42",0.79425
1311456,Dosea,"2018-02-05 03:05:15",0.76555
1326945,"Liang Xue","2018-02-05 03:07:25",0.76076
1139836,"Katsuji YAMAMOTO","2018-02-05 04:48:21",0.78947
1329655,cipher1231,"2018-02-05 08:45:53",0.61244
1329655,cipher1231,"2018-02-05 09:33:36",0.73205
1285550,Hyunsik,"2018-02-05 12:35:06",0.77511
758958,JJZHK,"2018-02-05 14:53:43",0.00000
758958,JJZHK,"2018-02-05 14:55:45",0.74162
758958,JJZHK,"2018-02-05 15:14:55",0.77511
758958,JJZHK,"2018-02-05 15:42:55",0.78468
952746,"Nico Butler","2018-02-05 16:27:41",0.62679
952746,"Nico Butler","2018-02-05 16:41:13",0.76555
620867,impulsecorp,"2018-02-05 18:39:18",0.80861
1323802,Merkwürdigliebe,"2018-02-05 21:00:39",0.77033
1014684,Skyyyooo,"2018-02-06 02:49:03",0.62679
1014684,Skyyyooo,"2018-02-06 02:55:57",0.76555
1014684,Skyyyooo,"2018-02-06 04:08:29",0.77033
959539,rzy961017,"2018-02-06 04:08:48",0.77990
1333449,"Jenelyn Tidalgo","2018-02-06 06:44:10",0.78468
1325159,stripe,"2018-02-06 07:10:28",0.79904
1333766,"Tim Huang","2018-02-06 08:09:56",0.77033
1333766,"Tim Huang","2018-02-06 08:39:45",0.77990
952746,"Nico Butler","2018-02-06 10:06:17",0.77990
1308750,jou_78,"2018-02-06 12:15:50",0.77033
952746,"Nico Butler","2018-02-06 14:45:14",0.78468
1335359,Xplay71,"2018-02-06 17:16:50",0.74641
1335359,Xplay71,"2018-02-06 17:56:11",0.77990
1115255,"Trevor Stewart","2018-02-06 22:05:45",0.79425
1333766,"Tim Huang","2018-02-07 01:13:36",0.78947
1307787,fangfang1984,"2018-02-07 03:38:03",0.79904
1014684,Skyyyooo,"2018-02-07 04:14:29",0.79425
1014684,Skyyyooo,"2018-02-07 04:40:30",0.79904
1323802,Merkwürdigliebe,"2018-02-07 04:45:17",0.77990
1107550,MasumRumi,"2018-02-07 05:08:47",0.78468
1107550,MasumRumi,"2018-02-07 06:06:49",0.78947
1107550,MasumRumi,"2018-02-07 06:19:43",0.79904
1107550,MasumRumi,"2018-02-07 06:28:55",0.80382
758958,JJZHK,"2018-02-07 07:11:35",0.79904
731131,AlJa,"2018-02-07 07:48:46",0.71770
1314252,"Khun Liao","2018-02-07 08:06:18",0.78947
1325159,stripe,"2018-02-07 11:00:48",0.80382
1293197,"Juliette LEMAINS","2018-02-07 11:11:37",0.77033
1293197,"Juliette LEMAINS","2018-02-07 11:23:52",0.78468
1270003,max2018,"2018-02-07 13:20:03",0.79904
1212218,Ruocheng,"2018-02-07 15:02:09",0.00000
1212218,Ruocheng,"2018-02-07 15:10:08",0.28708
1212218,Ruocheng,"2018-02-07 15:17:16",0.63636
1285550,Hyunsik,"2018-02-07 16:01:32",0.78947
1255777,nagaaravind,"2018-02-07 16:53:13",0.79425
928888,VinayVikram,"2018-02-07 19:15:08",0.77511
812828,"Luca Basanisi","2018-02-07 21:29:37",0.79904
1323802,Merkwürdigliebe,"2018-02-07 21:57:01",0.78947
1263792,"Guangyu Hu","2018-02-08 03:43:15",0.77511
1068342,"Jesse Zhen","2018-02-08 04:08:15",0.80382
1263792,"Guangyu Hu","2018-02-08 05:51:34",0.78468
1285550,Hyunsik,"2018-02-08 06:01:50",0.79904
1212218,Ruocheng,"2018-02-08 06:59:06",0.72727
1212218,Ruocheng,"2018-02-08 07:13:43",0.74641
1212218,Ruocheng,"2018-02-08 07:41:44",0.75598
1212218,Ruocheng,"2018-02-08 08:33:08",0.81339
1321056,Rchal,"2018-02-08 10:39:58",0.77033
1350285,末日韬韬,"2018-02-08 11:35:17",0.76555
1293347,"Pavan Sanagapati","2018-02-08 11:49:35",0.78947
812828,"Luca Basanisi","2018-02-08 12:35:10",0.80382
1220809,david26694,"2018-02-08 15:25:05",0.77033
1350841,SnakeOne,"2018-02-08 16:35:08",0.66985
1350959,"Nicholas Buhagiar","2018-02-08 17:34:05",0.75598
1350959,"Nicholas Buhagiar","2018-02-08 18:04:43",0.76555
732864,"Jiacheng He","2018-02-08 20:12:01",0.62679
1352305,"Migs Rocha","2018-02-09 00:40:35",0.76555
1354936,"Takahiro Ezaki","2018-02-09 07:20:35",0.00000
1354936,"Takahiro Ezaki","2018-02-09 07:26:43",0.67942
1314325,"Shuo Yang","2018-02-09 07:32:03",0.62200
1220809,david26694,"2018-02-09 10:05:18",0.77511
1220809,david26694,"2018-02-09 12:42:19",0.77990
1350285,末日韬韬,"2018-02-09 13:01:49",0.78468
1265182,Pendant,"2018-02-09 13:40:17",0.76555
1356362,keihamada,"2018-02-09 13:51:54",0.74641
1220809,david26694,"2018-02-09 14:21:54",0.78468
1352001,"Arnab Ghose","2018-02-09 18:48:05",0.70813
1265223,"Allan Alberts","2018-02-09 20:53:06",0.79425
732864,"Jiacheng He","2018-02-09 23:50:29",0.75119
732864,"Jiacheng He","2018-02-09 23:52:30",0.76076
1362189,"Katelyn Ta","2018-02-10 01:07:22",0.74162
1362189,"Katelyn Ta","2018-02-10 01:08:41",0.74641
1362189,"Katelyn Ta","2018-02-10 01:11:20",0.75598
1362189,"Katelyn Ta","2018-02-10 01:21:08",0.78947
1325159,stripe,"2018-02-10 02:11:44",0.80861
1180575,azreika,"2018-02-10 02:20:52",0.78947
1233970,"de ja vu","2018-02-10 03:11:14",0.78947
1327760,sjhbxs,"2018-02-10 03:36:01",0.76555
1362811,"Kousuke Takazawa","2018-02-10 08:13:33",0.61722
791235,Emperor,"2018-02-10 09:52:44",0.55023
1363059,"SungKi Choi","2018-02-10 10:12:09",0.62679
1363062,jssadd,"2018-02-10 10:12:24",0.62679
1363062,jssadd,"2018-02-10 10:29:51",0.76555
1363059,"SungKi Choi","2018-02-10 10:30:04",0.76555
1363255,rekenber,"2018-02-10 11:35:20",0.69856
1363062,jssadd,"2018-02-10 11:40:34",0.77990
1363255,rekenber,"2018-02-10 12:23:00",0.70813
688996,"Nakul Agrawal","2018-02-10 17:12:54",0.76555
1357420,"momen jamil","2018-02-10 17:15:03",0.77033
720238,rosh,"2018-02-10 17:22:39",0.88995
1130651,appygal,"2018-02-10 20:51:11",0.56937
1130651,appygal,"2018-02-10 21:04:31",0.69377
1130651,appygal,"2018-02-10 21:09:21",0.75598
1130651,appygal,"2018-02-10 21:26:19",0.77511
1278264,shooter1993,"2018-02-10 22:24:55",0.76555
877191,"Aashita Kesarwani","2018-02-11 00:34:28",0.79904
1303445,"vishal jindal","2018-02-11 02:38:46",0.80382
1322104,jb1998,"2018-02-11 04:45:26",0.55502
674365,HanesWu,"2018-02-11 09:28:25",0.79904
1363255,rekenber,"2018-02-11 11:13:00",0.72248
1365603,"Jeffery Jo","2018-02-11 11:28:17",0.59808
1363255,rekenber,"2018-02-11 11:39:27",0.76555
1180575,azreika,"2018-02-11 11:54:48",0.79904
758958,JJZHK,"2018-02-11 14:58:02",0.82296
1187899,"Crazy Rabbits","2018-02-11 15:14:10",0.76555
758958,JJZHK,"2018-02-11 15:33:34",0.82775
877191,"Aashita Kesarwani","2018-02-11 16:02:15",0.80382
1364270,"Charles Kawczynski","2018-02-11 18:55:32",0.66028
1366563,yukiozawa,"2018-02-11 19:19:26",0.76555
1047317,skshashankkumar41,"2018-02-11 21:02:18",0.78947
1367385,"tatematsu fumiya","2018-02-12 01:05:07",0.72727
776634,currypurin,"2018-02-12 01:33:21",0.77511
1106257,"Raman Kumar","2018-02-12 07:36:37",0.77511
1106257,"Raman Kumar","2018-02-12 09:56:02",0.78468
1363255,rekenber,"2018-02-12 11:11:17",0.77990
1258779,"Donald M","2018-02-12 20:01:00",0.62679
1258779,"Donald M","2018-02-12 20:09:36",0.76555
1258779,"Donald M","2018-02-12 20:32:12",0.77990
1322104,jb1998,"2018-02-12 23:14:50",0.59808
1370378,"Kevin Thai Liu","2018-02-13 00:24:29",0.76555
1297044,vhessel,"2018-02-13 01:04:04",0.79425
1220629,"Alexey Pronin","2018-02-13 03:08:19",0.78947
1288533,"Melati Suci Pratiwi","2018-02-13 05:10:29",0.53110
1288533,"Melati Suci Pratiwi","2018-02-13 05:13:59",0.54066
1258779,"Donald M","2018-02-13 06:39:16",0.78468
1325964,Harmanax,"2018-02-13 10:45:28",0.77033
1218288,ravrik,"2018-02-13 10:49:22",0.77033
1088069,ackshay,"2018-02-13 12:48:27",0.80382
1179841,"Pulkit Garg","2018-02-13 13:33:32",0.74641
1179841,"Pulkit Garg","2018-02-13 13:43:06",0.76555
1372286,"Debargha Das","2018-02-13 17:26:13",0.00000
1315804,Krankosaurus,"2018-02-13 18:13:08",0.77511
1373570,sdfdf,"2018-02-13 20:26:24",0.76555
1107550,MasumRumi,"2018-02-13 20:32:09",0.81339
1369679,MetaData,"2018-02-13 20:39:54",0.48803
1369679,MetaData,"2018-02-13 20:42:49",0.72727
1369679,MetaData,"2018-02-13 20:45:02",0.75598
1369679,MetaData,"2018-02-13 20:46:45",0.77511
732864,"Jiacheng He","2018-02-13 21:21:21",0.79425
1144443,xunsyd,"2018-02-13 23:17:23",0.80382
1298719,Squidko,"2018-02-13 23:55:23",0.75598
1298719,Squidko,"2018-02-14 00:02:07",0.77511
1298719,Squidko,"2018-02-14 00:09:43",0.78468
1144443,xunsyd,"2018-02-14 00:14:05",0.80861
1362189,"Katelyn Ta","2018-02-14 01:10:59",0.80382
1298719,Squidko,"2018-02-14 07:22:55",0.78947
1375010,"Rustem Kasymov","2018-02-14 09:49:55",0.77511
1179841,"Pulkit Garg","2018-02-14 09:52:09",0.77033
1073726,kumarabhishekone,"2018-02-14 10:31:19",0.79904
528525,Nancymahajan,"2018-02-14 11:28:44",0.77511
1106257,"Raman Kumar","2018-02-14 11:46:18",0.79425
1315804,Krankosaurus,"2018-02-14 13:59:41",0.78468
1363107,"Varun Sharma","2018-02-14 16:01:16",0.77033
1315804,Krankosaurus,"2018-02-14 16:38:56",0.79904
1373166,"Pragyan Subedi","2018-02-14 16:48:18",0.55980
1319961,"Varun Raval","2018-02-15 00:50:48",0.76076
1363107,"Varun Sharma","2018-02-15 01:00:07",0.77511
1376764,"Anna Gow","2018-02-15 02:23:12",0.77990
1370981,xshuai,"2018-02-15 06:45:13",0.79904
1329655,cipher1231,"2018-02-15 10:38:09",0.74641
1376921,kkk.com,"2018-02-15 11:18:22",0.74162
1375010,"Rustem Kasymov","2018-02-15 13:21:02",0.78468
1379414,"Yovin Ransika Yahathugoda","2018-02-15 16:08:55",0.78468
1319961,"Varun Raval","2018-02-15 17:43:02",0.78468
1381441,frhyme,"2018-02-15 17:51:44",0.77511
1381441,frhyme,"2018-02-15 17:54:06",0.79425
481715,Enigmatic_Pneuma,"2018-02-15 21:49:59",0.80861
1297044,vhessel,"2018-02-16 00:23:47",0.80382
1297044,vhessel,"2018-02-16 01:39:52",0.80861
1374905,ykman,"2018-02-16 01:41:20",0.80382
1211313,"Diego Andrés","2018-02-16 02:23:07",0.79904
1382819,moooriii,"2018-02-16 07:15:12",0.58373
1371950,PrzemysławKaleta,"2018-02-16 12:06:03",0.57894
1371950,PrzemysławKaleta,"2018-02-16 12:10:57",0.62679
1371950,PrzemysławKaleta,"2018-02-16 12:16:21",0.76555
1278046,"charchit bakliwal","2018-02-16 12:23:44",0.77511
1278046,"charchit bakliwal","2018-02-16 12:27:49",0.79425
1371950,PrzemysławKaleta,"2018-02-16 12:28:35",0.77990
1371950,PrzemysławKaleta,"2018-02-16 12:31:02",0.78468
1075885,krrish555,"2018-02-16 13:17:43",0.82296
1363107,"Varun Sharma","2018-02-16 13:34:09",0.78468
1375874,"Christian Hohenfeld","2018-02-16 14:33:06",0.71770
1375874,"Christian Hohenfeld","2018-02-16 14:39:22",0.76555
1384394,ahorvath2130,"2018-02-16 19:23:11",0.73684
1384387,"Sarah Keohane","2018-02-16 19:23:13",0.73205
1384388,oliviaburke,"2018-02-16 19:23:15",0.70813
1381757,Gleb_Dubosarskii,"2018-02-16 21:35:15",0.72727
1127578,sambold,"2018-02-16 21:54:51",0.78468
1381757,Gleb_Dubosarskii,"2018-02-16 22:45:15",0.74162
931599,csimokat,"2018-02-16 22:49:37",0.77033
931599,csimokat,"2018-02-16 23:06:58",0.77511
1382913,aspstasek,"2018-02-17 09:35:56",0.74641
1285875,abhitron,"2018-02-17 10:09:24",0.76555
